Array Size,Mean_Comparisons,Std_Comparisons
10000,120458.7,70.98207911547526
20000,260943.1,61.05634920118919
30000,408588.4,120.86466260520336
40000,561757.0,93.53430743137693
50000,718169.8,96.11890784049211
60000,877226.6,109.28169512266857
70000,1038913.5,175.14644666043108
80000,1203519.2,196.49811986663894
90000,1369433.9,209.08714291735583
100000,1536347.3,201.88393255094843
